,song_id,name_song,artist_id,name_artist,listOfNames2_artists,listOfNames_songs2,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
8973,8973,Als Je Inlegkruisje Maar Goed Zit/ Hoera Leve Het Inlegkruisje,1049,Vader Abraham,['Vader Abraham'],"['Als Je Inlegkruisje Maar Goed Zit', ' Hoera Leve Het Inlegkruisje']",[None],,,,[None],,
4126,4126,999,1905,Vader Abraham & 5 PK,"['Vader Abraham & 5 PK', 'Vader Abraham ', ' 5 PK']",['999'],[None],,,,[None],,
2382,2382,Harem Lied,1156,Vader Abraham & Zijn Goede Zonen,"['Vader Abraham & Zijn Goede Zonen', 'Vader Abraham ', ' Zijn Goede Zonen', 'Vader Abraham & Zijn Goede Zon', '']",['Harem Lied'],[None],,,,[None],,
2547,2547,Koekoeroekoekoe Paloma,1180,Vader Abraham Show Orkest,['Vader Abraham Show Orkest'],['Koekoeroekoekoe Paloma'],[None],,,,[None],,
8089,8089,Dicht Bij Elkaar,3563,Vader Abraham en Carry Tefsen,"['Vader Abraham en Carry Tefsen', 'Vader Abraham ', ' Carry Tefs']",['Dicht Bij Elkaar'],[None],,,,[None],,
7435,7435,Doe Mij Maar Na,3302,Vader Abraham en De Smurfen,"['Vader Abraham en De Smurfen', 'Vader Abraham ', ' De Smurf']",['Doe Mij Maar Na'],[None],,,,[None],,
3936,3936,Nee Daar Trappen We Niet In,1817,Vader Abraham met De Ruimtesmurfen m.m.v. 5 P.K.,"['Vader Abraham met De Ruimtesmurfen m.m.v. 5 P.K.', 'Vader Abraham met De Ruimtesmurf', ' m.m.v. 5 P.K.']",['Nee Daar Trappen We Niet In'],[None],,,,[None],,
1598,1598,Vader Abraham Had Zeven Zonen,820,Vader Abraham met Z'n Zeven Zonen,"[""Vader Abraham met Z'n Zeven Zonen"", ""Vader Abraham met Z'n Zev"", ' Zon']",['Vader Abraham Had Zeven Zonen'],[None],,,,[None],,
2025,2025,"Ajax, Leve Ajax!",969,Vader Abraham met Zijn Goede Zonen,"['Vader Abraham met Zijn Goede Zonen', 'Vader Abraham met Zijn Goede Zon', '']","['Ajax, Leve Ajax!']",[None],,,,[None],,
2111,2111,Veronica 538 [Maxi Single],1050,Vader Abraham met Zijn Goede Zonen & Jacques Herb en De Makkers,"['Vader Abraham met Zijn Goede Zonen & Jacques Herb en De Makkers', 'Vader Abraham met Zijn Goede Zonen ', ' Jacques Herb en De Makkers', 'Vader Abraham met Zijn Goede Zon', ' & Jacques Herb ']",['Veronica 538 [Maxi Single]'],[None],,,,[None],,
1824,1824,Jij En Ik Blijven Bestaan (De Wereld Zal Toch Ooit Vergaan),932,Vader Abraham met Zijn Zeven Goede Zonen,"['Vader Abraham met Zijn Zeven Goede Zonen', 'Vader Abraham met Zijn Zev', ' Goede Zon']","['Jij En Ik Blijven Bestaan (De Wereld Zal Toch Ooit Vergaan)', 'Jij En Ik Blijven Bestaan ', 'De Wereld Zal Toch Ooit Vergaan', 'Jij En Ik Blijven Bestaan De Wereld Zal Toch Ooit Vergaan']",[None],,,,[None],,
1659,1659,"Baaie, Baaie, Pootje Baaien",853,Vader Abraham met Zijn Zeven Zonen,"['Vader Abraham met Zijn Zeven Zonen', 'Vader Abraham met Zijn Zev', ' Zon']","['Baaie, Baaie, Pootje Baaien']",[None],,,,[None],,
7496,7496,Gaode Vanaovond Mee Stappe,3330,Van Alles Wè (Danny en Wim),"['Van Alles Wè (Danny en Wim)', 'Van Alles Wè (Danny ', ' Wim)']",['Gaode Vanaovond Mee Stappe'],[None],,,,[None],,
7194,7194,En Nou Die Hèndjes De Lucht In,3194,Van Alles Wè m.m.v. C.V. De Loeiers,['Van Alles Wè m.m.v. C.V. De Loeiers'],['En Nou Die Hèndjes De Lucht In'],[None],,,,[None],,
5873,5873,Bandolero,2106,Vanessa,['Vanessa'],['Bandolero'],[None],,,,[None],,
3475,3475,What Kind Of Dance Is This,1599,Veronica Unlimited,['Veronica Unlimited'],['What Kind Of Dance Is This'],[None],,,,[None],,
3641,3641,Right On,1599,Veronica Unlimited,['Veronica Unlimited'],['Right On'],[None],,,,[None],,
2338,2338,St. Tropez,995,Vicky Leandros,"['Vicky Leandros', 'Vicky Le', 'ros']",['St. Tropez'],[None],,,,[None],,
5648,5648,Woodpeckers From Space,2536,Video Kids,['Video Kids'],['Woodpeckers From Space'],[None],,,,[None],,
6116,6116,Hands Across America,2730,Voices Of America,['Voices Of America'],['Hands Across America'],[None],,,,[None],,
10329,10330,Eeuwig Zou Te Kort Zijn,4202,Volumia!,['Volumia!'],['Eeuwig Zou Te Kort Zijn'],[None],,,,[None],,
9032,9032,Vijftien Miljoen Wensen,3977,Vormfout,['Vormfout'],['Vijftien Miljoen Wensen'],[None],,,,[None],,
4598,4598,Discotch,2111,Voyage,['Voyage'],['Discotch'],[None],,,,[None],,
12920,12921,Lion in the morning sun,5934,WATP,['WATP'],['Lion in the morning sun'],[None],,,,[None],,
551,551,I Sat And Thought And Wondered Why,294,Wally Tax,"['Wally Tax', 'Wally Ta', '']",['I Sat And Thought And Wondered Why'],[None],,,,[None],,
1786,1786,Listening To Mozart,914,Walter Scott,['Walter Scott'],['Listening To Mozart'],[None],,,,[None],,
6473,6473,Building A Bridge To Your Heart,2719,Wax,"['Wax', 'Wa', '']",['Building A Bridge To Your Heart'],[None],,,,[None],,
7352,7352,Get In The Groove,3272,Wee Papa Girl Rappers,['Wee Papa Girl Rappers'],['Get In The Groove'],[None],,,,[None],,
1081,1081,Gimme Gimme Good Lovin',536,Whichwhat,['Whichwhat'],"[""Gimme Gimme Good Lovin'""]",[None],,,,[None],,
2847,2847,Sengidince,1328,White Butterflies,['White Butterflies'],['Sengidince'],[None],,,,[None],,
12429,12430,The sound of missing you,5664,Wildboyz & Ameerah,"['Wildboyz & Ameerah', 'Wildboyz ', ' Ameerah']",['The sound of missing you'],[None],,,,[None],,
4744,4744,Jantje Beton,5,Willeke Alberti,['Willeke Alberti'],['Jantje Beton'],[None],,,,[None],,
8005,8005,Woenderbaar,3538,Willem Dût Normaal,['Willem Dût Normaal'],['Woenderbaar'],[None],,,,[None],,
1294,1294,"Moeder, Er Zit 'n Muis In De Hoek",657,Willemien,"['Willemien', 'Willemi', '']","[""Moeder, Er Zit 'n Muis In De Hoek""]",[None],,,,[None],,
1704,1704,Zou Het Erg Zijn Lieve Opa,881,Wilma met Vader Abraham,['Wilma met Vader Abraham'],['Zou Het Erg Zijn Lieve Opa'],[None],,,,[None],,
1754,1754,Espagñola - Speesie Treesie,899,Wim Schell,['Wim Schell'],"['Espagñola - Speesie Treesie', 'Espagñola ']",[None],,,,[None],,
3539,3539,Harborlight,1634,Windjammer,['Windjammer'],['Harborlight'],[None],,,,[None],,
9350,9350,Keer Op Keer (Loop Maar Naar De Maan),4134,Wow!,['Wow!'],"['Keer Op Keer (Loop Maar Naar De Maan)', 'Keer Op Keer ', 'Loop Maar Naar De Maan', 'Keer Op Keer Loop Maar Naar De Maan']",[None],,,,[None],,
9399,9399,Zomer!,4134,Wow!,['Wow!'],['Zomer!'],[None],,,,[None],,
13523,13524,Renegades,6363,XA,['XA'],['Renegades'],[None],,,,[None],,
8984,8984,It's Whats Upfront That Counts,3950,Yosh presents Lovedeejay Akemi,"['Yosh presents Lovedeejay Akemi', 'Yosh pres', 'ts Lovedeejay Akemi']","[""It's Whats Upfront That Counts""]",[None],,,,[None],,
12068,12069,By your side,5506,Yves Larock &Jaba,"['Yves Larock &Jaba', 'Yves Larock ', 'Jaba']",['By your side'],[None],,,,[None],,
363,363,Jimmy Walker,209,Yvonne de Nijs met The Feetwarmers o.l.v. Gaby Dirne,['Yvonne de Nijs met The Feetwarmers o.l.v. Gaby Dirne'],['Jimmy Walker'],[None],,,,[None],,
4880,4880,Denk Toch Heel Goed Na,1983,Zangeres Zonder Naam,['Zangeres Zonder Naam'],['Denk Toch Heel Goed Na'],[None],,,,[None],,
7019,7019,Spin Me Around,3121,Zeon Jones,['Zeon Jones'],['Spin Me Around'],[None],,,,[None],,
7623,7623,Kozmik,2971,Ziggy Marley and The Melody Makers,"['Ziggy Marley and The Melody Makers', 'Ziggy Marley ', ' The Melody Makers']",['Kozmik'],[None],,,,[None],,
1121,1121,Loekie Loekie,552,Zoef Zoef en De Beevers,"['Zoef Zoef en De Beevers', 'Zoef Zoef ', ' De Beevers']",['Loekie Loekie'],[None],,,,[None],,
9159,9159,Il Volo,2950,Zucchero Sugar Fornaciari,['Zucchero Sugar Fornaciari'],['Il Volo'],[None],,,,[None],,
1715,1715,Blauwe Korenbloemen,885,Zusjes De Roo,['Zusjes De Roo'],['Blauwe Korenbloemen'],[None],,,,[None],,
