,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
6988,6988,Good Thing,['Good Thing'],3111,FYC,['FYC'],[None],,,,[None],,
6996,6996,That's How I'm Living,"[""That's How I'm Living""]",3114,Toni Scott,['Toni Scott'],[None],,,,[None],,
7005,7005,Marina [1989],['Marina [1989]'],3115,Rocco & The Carnations,['Rocco & The Carnations'],[None],,,,[None],,
7019,7019,Spin Me Around,['Spin Me Around'],3121,Zeon Jones,['Zeon Jones'],[None],,,,[None],,
7020,7020,Calling Out To Carol,['Calling Out To Carol'],2764,Stan Ridgway,['Stan Ridgway'],[None],,,,[None],,
7022,7022,Mr. D.J.,['Mr. D.J.'],3122,Joyce Fenderella Irby & Special Guest: Doug E. Fresh,['Joyce Fenderella Irby & Special Guest: Doug E. Fresh'],[None],,,,[None],,
7031,7031,Memre Den (Gedenk Hen),"['Memre Den (Gedenk Hen)', 'Memre Den ', 'Gedenk Hen', 'Memre Den Gedenk Hen']",3126,Surinam All Stars,['Surinam All Stars'],[None],,,,[None],,
7068,7068,C.Day,['C.Day'],3056,Confetti's,"[""Confetti's""]",[None],,,,[None],,
7077,7077,Stay In My Life,['Stay In My Life'],2601,Gerard Joling,['Gerard Joling'],[None],,,,[None],,
7093,7093,Great Balls Of Fire! [New 1989 Version],['Great Balls Of Fire! [New 1989 Version]'],1011,Jerry Lee Lewis,['Jerry Lee Lewis'],[None],,,,[None],,
7104,7104,A Bit Of ..,['A Bit Of ..'],3158,Kiss AMC,['Kiss AMC'],[None],,,,[None],,
7105,7105,It's Hard To Be Tender,"[""It's Hard To Be Tender""]",1088,Carly Simon,['Carly Simon'],[None],,,,[None],,
7118,7118,White Horses In The Snow,['White Horses In The Snow'],2682,Maarten Peters,['Maarten Peters'],[None],,,,[None],,
7127,7127,Name & No.,['Name & No.'],2816,Curiosity Killed The Cat,['Curiosity Killed The Cat'],[None],,,,[None],,
7139,7139,Eye Know,['Eye Know'],3108,De La Soul,['De La Soul'],[None],,,,[None],,
7143,7143,Don't Push It,"[""Don't Push It""]",3175,Ruth Joy,['Ruth Joy'],[None],,,,[None],,
7144,7144,Get Busy,['Get Busy'],3176,Mr. Lee,['Mr. Lee'],[None],,,,[None],,
7147,7147,Laat Je Gaan,['Laat Je Gaan'],3179,Petra & Co,['Petra & Co'],[None],,,,[None],,
7164,7164,Eleni,['Eleni'],3184,Cees Tol & Thomas Tol,['Cees Tol & Thomas Tol'],[None],,,,[None],,
7167,7167,The Amsterdam EP : Sign O' The Times,"[""The Amsterdam EP : Sign O' The Times""]",2232,Simple Minds,['Simple Minds'],[None],,,,[None],,
7179,7179,The Wall Came Tumbling Down,['The Wall Came Tumbling Down'],1006,Bolland & Bolland,['Bolland & Bolland'],[None],,,,[None],,
7184,7184,Do What You Want,['Do What You Want'],3190,2 In A Room,['2 In A Room'],[None],,,,[None],,
7194,7194,En Nou Die Hèndjes De Lucht In,['En Nou Die Hèndjes De Lucht In'],3194,Van Alles Wè m.m.v. C.V. De Loeiers,['Van Alles Wè m.m.v. C.V. De Loeiers'],[None],,,,[None],,
7197,7197,Op De Deksel Van De Jampot...,['Op De Deksel Van De Jampot...'],1049,Vader Abraham,['Vader Abraham'],[None],,,,[None],,
7200,7200,Wij Doen Zelf Straks Het Licht Wel Uit,['Wij Doen Zelf Straks Het Licht Wel Uit'],3198,Sus-5,"['Sus-5', 'Sus']",[None],,,,[None],,
7201,7201,Welcome To The Terror Dome,['Welcome To The Terror Dome'],3145,Public Enemy,['Public Enemy'],[None],,,,[None],,
7218,7218,Ik Zat Effe Nie Op Te Lette...,['Ik Zat Effe Nie Op Te Lette...'],2921,Bertus Staigerpaip,['Bertus Staigerpaip'],[None],,,,[None],,
7223,7223,Jij Daar!,['Jij Daar!'],3179,Petra & Co,['Petra & Co'],[None],,,,[None],,
7225,7225,Put Your Hands Together,['Put Your Hands Together'],3208,D Mob,['D Mob'],[None],,,,[None],,
7244,7244,Vulgaris Magistralis,['Vulgaris Magistralis'],1586,Normaal,['Normaal'],[None],,,,[None],,
7251,7251,Better World,['Better World'],3221,Rebel MC,['Rebel MC'],[None],,,,[None],,
7256,7256,The Brits 1990 - Dance Medley,"['The Brits 1990 - Dance Medley', 'The Brits 1990 ']",3223,The Brits 1990,['The Brits 1990'],[None],,,,[None],,
7265,7265,Jump On The Floor,['Jump On The Floor'],3227,Black Kiss featuring Cherita,"['Black Kiss featuring Cherita', 'Black Kiss ']",[None],,,,[None],,
7279,7279,Pump That Body,['Pump That Body'],3176,Mr. Lee,['Mr. Lee'],[None],,,,[None],,
7281,7281,Hand In Hand Achter Oranje,['Hand In Hand Achter Oranje'],3233,Het Nederlands Elftal & Ron Brandsteder en De Havenzangers,['Het Nederlands Elftal & Ron Brandsteder en De Havenzangers'],[None],,,,[None],,
7300,7300,Crazy 4U,['Crazy 4U'],3213,Sybil,['Sybil'],[None],,,,[None],,
7302,7302,We Zullen Ze....,['We Zullen Ze....'],3198,Sus-5,"['Sus-5', 'Sus']",[None],,,,[None],,
7308,7308,Back By Dope Demand,['Back By Dope Demand'],3246,King Bee,['King Bee'],[None],,,,[None],,
7329,7329,One More Night,['One More Night'],3259,Mildred Douglas,['Mildred Douglas'],[None],,,,[None],,
7332,7332,Sympathy For The Devil,['Sympathy For The Devil'],3262,Buffalo Bob and The Rinkelstars,['Buffalo Bob and The Rinkelstars'],[None],,,,[None],,
7352,7352,Get In The Groove,['Get In The Groove'],3272,Wee Papa Girl Rappers,['Wee Papa Girl Rappers'],[None],,,,[None],,
7363,7363,Dolce Vita [Nieuwe Versie],['Dolce Vita [Nieuwe Versie]'],2378,Ryan Paris,['Ryan Paris'],[None],,,,[None],,
7367,7367,Move To The Bigband,['Move To The Bigband'],3277,Ben Liebrand featuring Tony Scott,"['Ben Liebrand featuring Tony Scott', 'Ben Liebrand ']",[None],,,,[None],,
7370,7370,It's On You,"[""It's On You""]",3279,M.C.Sar & The Real McCoy,['M.C.Sar & The Real McCoy'],[None],,,,[None],,
7381,7381,Corazón,['Corazón'],2601,Gerard Joling,['Gerard Joling'],[None],,,,[None],,
7400,7400,Must Bee The Music,['Must Bee The Music'],3246,King Bee,['King Bee'],[None],,,,[None],,
7435,7435,Doe Mij Maar Na,['Doe Mij Maar Na'],3302,Vader Abraham en De Smurfen,['Vader Abraham en De Smurfen'],[None],,,,[None],,
7438,7438,Sadeness Part 1,['Sadeness Part 1'],3305,Enigma,['Enigma'],[None],,,,[None],,
7442,7442,Freedom,['Freedom'],1442,Anita Meyer,['Anita Meyer'],[None],,,,[None],,
7467,7467,Operaa House,['Operaa House'],3314,Malcolm McLaren presents The World Famous Supreme Team Show,['Malcolm McLaren presents The World Famous Supreme Team Show'],[None],,,,[None],,
7473,7473,Mamma 'k Wil Een Man He!,"[""Mamma 'k Wil Een Man He!""]",3319,Jody Singers,['Jody Singers'],[None],,,,[None],,
7477,7477,I Wanna Get With U,['I Wanna Get With U'],3323,Guy,['Guy'],[None],,,,[None],,
7491,7491,De Kreten-Kraker,"['De Kreten-Kraker', 'De Kreten']",2297,Franky Boy,['Franky Boy'],[None],,,,[None],,
7494,7494,Liefde Voor Muziek,['Liefde Voor Muziek'],3329,Raymond v/h Groenewoud,"['Raymond v', 'h Groenewoud']",[None],,,,[None],,
7496,7496,Gaode Vanaovond Mee Stappe,['Gaode Vanaovond Mee Stappe'],3330,Van Alles Wè (Danny en Wim),['Van Alles Wè (Danny en Wim)'],[None],,,,[None],,
7514,7514,Een Beetje Misselijk,['Een Beetje Misselijk'],3340,Buster Fonteijn,['Buster Fonteijn'],[None],,,,[None],,
7522,7522,Satisfaction,['Satisfaction'],3345,M.C. Juice,['M.C. Juice'],[None],,,,[None],,
7528,7528,Games - The Kids Get Hard Mix,"['Games - The Kids Get Hard Mix', 'Games ']",3347,NKOTB,['NKOTB'],[None],,,,[None],,
7545,7545,Here We Go,['Here We Go'],3352,C + C Music Factory presents Freedom Williams and Zelma Davis,['C + C Music Factory presents Freedom Williams and Zelma Davis'],[None],,,,[None],,
7551,7551,Mega Mix,['Mega Mix'],3210,Snap!,['Snap!'],[None],,,,[None],,
7567,7567,Nuit,['Nuit'],3357,Fredericks Goldman Jones,['Fredericks Goldman Jones'],[None],,,,[None],,
7572,7572,Grease The Dream Mix,['Grease The Dream Mix'],3359,"Frankie Valli, John Travolta and Olivia Newton-John","['Frankie Valli, John Travolta and Olivia Newton-John', 'Frankie Valli, John Travolta and Olivia Newton', 'Frankie Valli']",[None],,,,[None],,
7576,7576,Ring My Bell,['Ring My Bell'],3360,Monie Love vs Adeva,['Monie Love vs Adeva'],[None],,,,[None],,
7587,7587,Word Of Mouth,['Word Of Mouth'],3366,M1ke & The MeChaN1C5,['M1ke & The MeChaN1C5'],[None],,,,[None],,
7588,7588,Baby Come Back,['Baby Come Back'],3367,BC & The Basic Boom,['BC & The Basic Boom'],[None],,,,[None],,
7590,7590,I Dreamed A Dream - Theme From Les Misérables,"['I Dreamed A Dream - Theme From Les Misérables', 'I Dreamed A Dream ']",3368,Chess,['Chess'],[None],,,,[None],,
7599,7599,Call It What You Want,['Call It What You Want'],3347,NKOTB,['NKOTB'],[None],,,,[None],,
7600,7600,From Da Soul,['From Da Soul'],3189,Tony Scott,['Tony Scott'],[None],,,,[None],,
7602,7602,White Men,['White Men'],3372,The Pilgrims,['The Pilgrims'],[None],,,,[None],,
7603,7603,Special Girl,['Special Girl'],3373,New Jack Style,['New Jack Style'],[None],,,,[None],,
7611,7611,Sedalia,['Sedalia'],3184,Cees Tol & Thomas Tol,['Cees Tol & Thomas Tol'],[None],,,,[None],,
7613,7613,Cold Slammin',"[""Cold Slammin'""]",3246,King Bee,['King Bee'],[None],,,,[None],,
7623,7623,Kozmik,['Kozmik'],2971,Ziggy Marley and The Melody Makers,['Ziggy Marley and The Melody Makers'],[None],,,,[None],,
7628,7628,Giddy Up Go,['Giddy Up Go'],3387,Paul De Leeuw alias Bob De Rooy,['Paul De Leeuw alias Bob De Rooy'],[None],,,,[None],,
7632,7632,Ain't My Beating Heart,"[""Ain't My Beating Heart""]",2628,Ten Sharp,['Ten Sharp'],[None],,,,[None],,
7651,7651,Tu Solo Tu,['Tu Solo Tu'],2601,Gerard Joling,['Gerard Joling'],[None],,,,[None],,
7653,7653,Words,['Words'],2801,Nadieh,['Nadieh'],[None],,,,[None],,
7665,7665,The Wild Places '91,"[""The Wild Places '91""]",1832,Duncan Browne,['Duncan Browne'],[None],,,,[None],,
7673,7673,7 Ways To Love,['7 Ways To Love'],3404,Cola Boy,['Cola Boy'],[None],,,,[None],,
7681,7681,Rave The Rhythm,['Rave The Rhythm'],3408,Channel X,['Channel X'],[None],,,,[None],,
7689,7689,Sexdrive,['Sexdrive'],1252,Rolling Stones,['Rolling Stones'],[None],,,,[None],,
7693,7693,Kick Back For The Rave Alarm - Rap Remix,"['Kick Back For The Rave Alarm - Rap Remix', 'Kick Back For The Rave Alarm ']",3415,Praga Khan feat. J.J.,"['Praga Khan feat. J.J.', 'Praga Khan ']",[None],,,,[None],,
7711,7711,Something Special,['Something Special'],3363,Nomad,['Nomad'],[None],,,,[None],,
7727,7727,Nocturne,['Nocturne'],3370,T99,['T99'],[None],,,,[None],,
7739,7739,Over And Over Again,['Over And Over Again'],3430,Robby Valentine,['Robby Valentine'],[None],,,,[None],,
7742,7742,Gimme Some (Swing It Baby),"['Gimme Some (Swing It Baby)', 'Gimme Some ', 'Swing It Baby', 'Gimme Some Swing It Baby']",3189,Tony Scott,['Tony Scott'],[None],,,,[None],,
7761,7761,Skat Strut,['Skat Strut'],3439,MC Skat Kat and The Stray Mob,['MC Skat Kat and The Stray Mob'],[None],,,,[None],,
7771,7771,Keepin' The Faith,"[""Keepin' The Faith""]",3108,De La Soul,['De La Soul'],[None],,,,[None],,
7776,7776,Who The Fuck Is James Brown?,['Who The Fuck Is James Brown?'],3443,Traumatic Stress,['Traumatic Stress'],[None],,,,[None],,
7777,7777,What The Fuck Are We Saying?,['What The Fuck Are We Saying?'],3171,Lenny Kravitz,['Lenny Kravitz'],[None],,,,[None],,
7778,7778,Everybody Move,['Everybody Move'],3379,Cathy Dennis,['Cathy Dennis'],[None],,,,[None],,
7794,7794,Don't Talk Just Kiss,"[""Don't Talk Just Kiss""]",3452,R*S*F (Right Said Fred),['R*S*F (Right Said Fred)'],[None],,,,[None],,
7804,7804,Ik Sta Liever Op De Ski,['Ik Sta Liever Op De Ski'],1594,De Havenzangers,['De Havenzangers'],[None],,,,[None],,
7809,7809,Overal Lagen Peuken,['Overal Lagen Peuken'],3461,Lennard Landman,['Lennard Landman'],[None],,,,[None],,
7812,7812,Vandaag Zal Heel De Wereld Even Anders Zijn,['Vandaag Zal Heel De Wereld Even Anders Zijn'],1049,Vader Abraham,['Vader Abraham'],[None],,,,[None],,
7813,7813,Ik Wil Alleen Maar Hoempapa,['Ik Wil Alleen Maar Hoempapa'],3462,Sus 5,['Sus 5'],[None],,,,[None],,
7814,7814,Feel The Rhythm,['Feel The Rhythm'],3463,Def La Desh & The Fresh Witness,['Def La Desh & The Fresh Witness'],[None],,,,[None],,
7816,7816,She Got Soul,['She Got Soul'],3465,Jamestown featuring Jocelyn Brown,"['Jamestown featuring Jocelyn Brown', 'Jamestown ']",[None],,,,[None],,
7819,7819,Love Takes Me Higher,['Love Takes Me Higher'],3430,Robby Valentine,['Robby Valentine'],[None],,,,[None],,
7821,7821,The Greenhouse Effect,['The Greenhouse Effect'],3466,Part 2 featuring Tony Scott,"['Part 2 featuring Tony Scott', 'Part 2 ']",[None],,,,[None],,
7831,7831,Ik Wou Dat Ik Voor Één Keer In M'n Leven,"[""Ik Wou Dat Ik Voor Één Keer In M'n Leven""]",3472,Lee Towers & Bart De Graaff,['Lee Towers & Bart De Graaff'],[None],,,,[None],,
7842,7842,America: What Time Is Love?,['America: What Time Is Love?'],3332,The KLF,['The KLF'],[None],,,,[None],,
7849,7849,Kaplaarzen (De Rubberen Laarzen),"['Kaplaarzen (De Rubberen Laarzen)', 'Kaplaarzen ', 'De Rubberen Laarzen', 'Kaplaarzen De Rubberen Laarzen']",1639,Dingetje,['Dingetje'],[None],,,,[None],,
7876,7876,Ben D'r Helemaal Klaar Voor!,"[""Ben D'r Helemaal Klaar Voor!""]",3486,Blunt Axe,"['Blunt Axe', 'Blunt A']",[None],,,,[None],,
7898,7898,Waar Ze Loopt Te Wandelen,['Waar Ze Loopt Te Wandelen'],3494,Henk Westbroek,['Henk Westbroek'],[None],,,,[None],,
7907,7907,Psychotronic,['Psychotronic'],3497,Sequencial,['Sequencial'],[None],,,,[None],,
7913,7913,Gypsy Rhythm,['Gypsy Rhythm'],3161,Raúl Orellana,['Raúl Orellana'],[None],,,,[None],,
7922,7922,Toofunky,['Toofunky'],2524,George Michael,['George Michael'],[None],,,,[None],,
7931,7931,Aanvallen,['Aanvallen'],3505,HousEK'92,"[""HousEK'92""]",[None],,,,[None],,
7933,7933,Forbidden Love,['Forbidden Love'],3506,Bronx Style Bob,"['Bronx Style Bob', 'Bron']",[None],,,,[None],,
7951,7951,Eva,['Eva'],3512,Rick De Vito,['Rick De Vito'],[None],,,,[None],,
7966,7966,Wij Zijn De Jongens Van Den Bouw,['Wij Zijn De Jongens Van Den Bouw'],2921,Bertus Staigerpaip,['Bertus Staigerpaip'],[None],,,,[None],,
7970,7970,Baby Got Back,['Baby Got Back'],3523,SirMixaLot,"['SirMixaLot', 'SirMi']",[None],,,,[None],,
7994,7994,Have A Nice Day,['Have A Nice Day'],3534,2 The Core,['2 The Core'],[None],,,,[None],,
8005,8005,Woenderbaar,['Woenderbaar'],3538,Willem Dût Normaal,['Willem Dût Normaal'],[None],,,,[None],,
8031,8031,Big Boom!,['Big Boom!'],3497,Sequencial,['Sequencial'],[None],,,,[None],,
8035,8035,Teygo Makandra,['Teygo Makandra'],3547,Ruth Jacott & Hans Vermeulen,['Ruth Jacott & Hans Vermeulen'],[None],,,,[None],,
8036,8036,I'll Never Know,"[""I'll Never Know""]",3513,Beckie Bell,['Beckie Bell'],[None],,,,[None],,
8047,8047,I'm Raving/O Si Nene,"[""I'm Raving"", 'O Si Nene']",3417,L.A. Style,['L.A. Style'],[None],,,,[None],,
8058,8058,Alles Naar De Kl--te,"['Alles Naar De Kl--te', 'Alles Naar De Kl']",3552,Euromasters,['Euromasters'],[None],,,,[None],,
8071,8071,Back To The Light,['Back To The Light'],3457,Brian May,['Brian May'],[None],,,,[None],,
8075,8075,Brand,['Brand'],3557,Sylvia Millecam,['Sylvia Millecam'],[None],,,,[None],,
8078,8078,Take Me With You (When You Go),"['Take Me With You (When You Go)', 'Take Me With You ', 'When You Go', 'Take Me With You When You Go']",3559,The Jawhawks,['The Jawhawks'],[None],,,,[None],,
8079,8079,Vrolijk HøKerstfeest,['Vrolijk HøKerstfeest'],1586,Normaal,['Normaal'],[None],,,,[None],,
8089,8089,Dicht Bij Elkaar,['Dicht Bij Elkaar'],3563,Vader Abraham en Carry Tefsen,['Vader Abraham en Carry Tefsen'],[None],,,,[None],,
8109,8109,Het Grote Puntje Puntje Lied,['Het Grote Puntje Puntje Lied'],3572,C'est Tout en De Kroeg,"[""C'est Tout en De Kroeg""]",[None],,,,[None],,
8111,8111,Alive & Kicking,['Alive & Kicking'],3444,East Side Beat,['East Side Beat'],[None],,,,[None],,
8120,8120,Mockin' Bird Hill,"[""Mockin' Bird Hill""]",1122,Albert West,['Albert West'],[None],,,,[None],,
8127,8127,"Mien, Laat De Liefde Aan Me Zien","['Mien, Laat De Liefde Aan Me Zien']",1049,Vader Abraham,['Vader Abraham'],[None],,,,[None],,
8129,8129,Na Drieën Op De Knieën,['Na Drieën Op De Knieën'],3578,John & Graads,['John & Graads'],[None],,,,[None],,
8133,8133,Ja Daar Is Romario,['Ja Daar Is Romario'],3580,Samba Souza,['Samba Souza'],[None],,,,[None],,
8137,8137,I Will Always Love You,['I Will Always Love You'],3582,Tears N' Joy,"[""Tears N' Joy""]",[None],,,,[None],,
8139,8139,Hieringe Biete - Live,"['Hieringe Biete - Live', 'Hieringe Biete ']",3583,Maastrichts Salon Orkest o.l.v. André Rieu,['Maastrichts Salon Orkest o.l.v. André Rieu'],[None],,,,[None],,
8143,8143,Pippi Langhouse,['Pippi Langhouse'],3584,KK Travels,['KK Travels'],[None],,,,[None],,
8150,8150,The Real Hardcore,['The Real Hardcore'],3588,N.R.G.,['N.R.G.'],[None],,,,[None],,
8151,8151,Took My Love,['Took My Love'],3555,Bizarre Inc featuring Angie Brown,"['Bizarre Inc featuring Angie Brown', 'Bizarre Inc ']",[None],,,,[None],,
8169,8169,Don't Talk Innocence,"[""Don't Talk Innocence""]",3598,Daluxe,"['Daluxe', 'Dalu']",[None],,,,[None],,
8171,8171,Eenmaal In Je Leven,['Eenmaal In Je Leven'],227,De Zangeres Zonder Naam,['De Zangeres Zonder Naam'],[None],,,,[None],,
8176,8176,Naar Fabeltjesland,['Naar Fabeltjesland'],3602,T.U.T.F.,['T.U.T.F.'],[None],,,,[None],,
8178,8178,Baby He's Mine,"[""Baby He's Mine""]",3604,Room 4 2,['Room 4 2'],[None],,,,[None],,
8186,8186,Wanna Get Your Love,['Wanna Get Your Love'],3607,Jenny Bee,['Jenny Bee'],[None],,,,[None],,
8197,8197,Megamix '93,"[""Megamix '93""]",1600,Luv',"[""Luv'""]",[None],,,,[None],,
8204,8204,Encores [EP],['Encores'],1759,Dire Straits,['Dire Straits'],[None],,,,[None],,
8222,8222,The Love Of A Woman,['The Love Of A Woman'],3626,Bernie Lyon,['Bernie Lyon'],[None],,,,[None],,
8224,8224,Feyenoord Is Onze Kampioen,['Feyenoord Is Onze Kampioen'],938,Cock Van Der Palm,['Cock Van Der Palm'],[None],,,,[None],,
8230,8230,Run Things,['Run Things'],3630,D.J. Blackfoot featuring Shanti,"['D.J. Blackfoot featuring Shanti', 'D.J. Blackfoot ']",[None],,,,[None],,
8246,8246,I Want You,['I Want You'],3639,Usha,['Usha'],[None],,,,[None],,
8247,8247,Take It Or Leave It,['Take It Or Leave It'],3500,Sophia,['Sophia'],[None],,,,[None],,
8284,8284,Machtig Mooi Lief En Lekker Deerntjen,['Machtig Mooi Lief En Lekker Deerntjen'],1586,Normaal,['Normaal'],[None],,,,[None],,
8286,8286,Tu Tatuta Tuta Ta,['Tu Tatuta Tuta Ta'],3633,Pin-Occhio,"['Pin-Occhio', 'Pin']",[None],,,,[None],,
8288,8288,Nuff Vibes EP : Boom Shack-A-Lak,"['Nuff Vibes EP : Boom Shack-A-Lak', 'Nuff Vibes EP : Boom Shack']",3656,Apache Indian with The Don Raja,"['Apache Indian with The Don Raja', 'Apache Indian ']",[None],,,,[None],,
8360,8360,Heaven's Just A Step Away,"[""Heaven's Just A Step Away""]",3678,John McCook & Bobbie Eakes (Eric Forrester & Macy Alexander),"['John McCook & Bobbie Eakes (Eric Forrester & Macy Alexander)', 'John McCook & Bobbie Eakes (Eric Forrester & Macy Ale']",[None],,,,[None],,
8374,8374,Jij mag altijd op mij rekenen,['Jij mag altijd op mij rekenen'],3685,Isabelle A,['Isabelle A'],[None],,,,[None],,
8385,8385,Moeder Het Is Weer Mis,['Moeder Het Is Weer Mis'],3690,V.O.F. De Deurzakkers,['V.O.F. De Deurzakkers'],[None],,,,[None],,
8386,8386,Konte Bonke,['Konte Bonke'],2297,Franky Boy,['Franky Boy'],[None],,,,[None],,
8390,8390,Tutti Di No No,['Tutti Di No No'],3693,C'est Tout,"[""C'est Tout""]",[None],,,,[None],,
8393,8393,For Whom The Bell Tolls,['For Whom The Bell Tolls'],3695,BeeGees,['BeeGees'],[None],,,,[None],,
8398,8398,Give Love A Try,['Give Love A Try'],3696,Indigo,['Indigo'],[None],,,,[None],,
8408,8408,Praat Geen Poep,['Praat Geen Poep'],1639,Dingetje,['Dingetje'],[None],,,,[None],,
8435,8435,Love Is History,['Love Is History'],3713,Michèle,['Michèle'],[None],,,,[None],,
8441,8441,The Most Beautiful Girl In The World,['The Most Beautiful Girl In The World'],3716,The Symbol,['The Symbol'],[None],,,,[None],,
8451,8451,...No Matter What U Do... (I'm Gonna Get With U),"[""...No Matter What U Do... (I'm Gonna Get With U)"", '...No Matter What U Do... ', ""I'm Gonna Get With U"", ""...No Matter What U Do... I'm Gonna Get With U""]",3720,The Flavour,['The Flavour'],[None],,,,[None],,
8457,8457,We Gaan Met Z'n Allen Naar Amerika,"[""We Gaan Met Z'n Allen Naar Amerika""]",3724,Hans Versnel,['Hans Versnel'],[None],,,,[None],,
8463,8463,Doo-Wop Sh'Bob,"[""Doo-Wop Sh'Bob"", 'Doo']",3726,T.O.C. featuring Rocca,"['T.O.C. featuring Rocca', 'T.O.C. ']",[None],,,,[None],,
8464,8464,The Moon Is Mine,['The Moon Is Mine'],3727,Rowwen Hèze & Flaco Jimenez,['Rowwen Hèze & Flaco Jimenez'],[None],,,,[None],,
8472,8472,Hou Je Kop!,['Hou Je Kop!'],2921,Bertus Staigerpaip,['Bertus Staigerpaip'],[None],,,,[None],,
8489,8489,As Dick Me Hullep Nodig Heb,['As Dick Me Hullep Nodig Heb'],3735,Johan & De Groothandel,['Johan & De Groothandel'],[None],,,,[None],,
8492,8492,Olé In The USA,['Olé In The USA'],3693,C'est Tout,"[""C'est Tout""]",[None],,,,[None],,
8556,8556,Costa Condôme,['Costa Condôme'],3765,De Groothandel & Johan,['De Groothandel & Johan'],[None],,,,[None],,
8561,8561,Music Is So Special,['Music Is So Special'],3767,Jaydee,['Jaydee'],[None],,,,[None],,
8571,8571,One More Step To Take,['One More Step To Take'],3722,Timeless,['Timeless'],[None],,,,[None],,
8595,8595,Shake That Ass,['Shake That Ass'],3781,Tapp,['Tapp'],[None],,,,[None],,
8635,8635,Love Song,['Love Song'],3795,Mark'Oh,"[""Mark'Oh""]",[None],,,,[None],,
8646,8646,Musical Freedom,['Musical Freedom'],3798,Shades Of Rhythm,['Shades Of Rhythm'],[None],,,,[None],,
8649,8649,Trip To Raveland,['Trip To Raveland'],3747,Marusha,['Marusha'],[None],,,,[None],,
8655,8655,Een Doodgewone Kat,['Een Doodgewone Kat'],3801,Joël,['Joël'],[None],,,,[None],,
8665,8665,No Limit,['No Limit'],3807,Irene Moors & De Smurfen,['Irene Moors & De Smurfen'],[None],,,,[None],,
8669,8669,Deveny/ Emily,"['Deveny', ' Emily']",3811,Marc Daniëls,['Marc Daniëls'],[None],,,,[None],,
8673,8673,Tears Don't Lie,"[""Tears Don't Lie""]",3795,Mark'Oh,"[""Mark'Oh""]",[None],,,,[None],,
8674,8674,Geef Me Hoop Jomanda,['Geef Me Hoop Jomanda'],3813,Gijp,['Gijp'],[None],,,,[None],,
8679,8679,Geen House Maar Strauß,['Geen House Maar Strauß'],3774,André Rieu,['André Rieu'],[None],,,,[None],,
8681,8681,Ayayay Cielito,['Ayayay Cielito'],3816,T.N.N.,['T.N.N.'],[None],,,,[None],,
8687,8687,Het Naaimachine Lied,['Het Naaimachine Lied'],989,André Van Duin,['André Van Duin'],[None],,,,[None],,
8688,8688,Slavenkoor Carnavalesque,['Slavenkoor Carnavalesque'],3820,Assekruus,['Assekruus'],[None],,,,[None],,
8696,8696,Mega Hit Medley Vol. 1,['Mega Hit Medley Vol. 1'],3825,The Captains,['The Captains'],[None],,,,[None],,
8717,8717,Waarom Doe Jij Nooit Gewoon - Héla Hola,"['Waarom Doe Jij Nooit Gewoon - Héla Hola', 'Waarom Doe Jij Nooit Gewoon ']",3807,Irene Moors & De Smurfen,['Irene Moors & De Smurfen'],[None],,,,[None],,
8728,8728,Ajax Is Kampioen,['Ajax Is Kampioen'],3842,Danny Lukassen i.s.m. Flair & De Ajax Supportersclub,"['Danny Lukassen i.s.m. Flair & De Ajax Supportersclub', 'Danny Lukassen i.s.m. Flair & De Aja']",[None],,,,[None],,
8738,8738,Oh Diana,['Oh Diana'],3845,E.Z.K,['E.Z.K'],[None],,,,[None],,
8751,8751,"Alice, Ik Geef Geen X Om Alice (Living Next Door To Alice)","['Alice, Ik Geef Geen X Om Alice (Living Next Door To Alice)', 'Alice, Ik Geef Geen X Om Alice ', 'Living Next Door To Alice', 'Alice, Ik Geef Geen X Om Alice Living Next Door To Alice']",3851,Cheers,['Cheers'],[None],,,,[None],,
8765,8765,'k Heb Nieuwe Schoenen,"[""'k Heb Nieuwe Schoenen""]",3807,Irene Moors & De Smurfen,['Irene Moors & De Smurfen'],[None],,,,[None],,
8773,8773,You Belong To Me,['You Belong To Me'],3739,JX,['JX'],[None],,,,[None],,
8781,8781,Randy (Never Stop That Feeling),"['Randy (Never Stop That Feeling)', 'Randy ', 'Never Stop That Feeling', 'Randy Never Stop That Feeling']",3795,Mark'Oh,"[""Mark'Oh""]",[None],,,,[None],,
8800,8800,Pulsingers Nacht,['Pulsingers Nacht'],3868,Sons Of Ilsa,['Sons Of Ilsa'],[None],,,,[None],,
8801,8801,Feel This Groove,['Feel This Groove'],3869,T.O.F. : The Original Flyguy,['T.O.F. : The Original Flyguy'],[None],,,,[None],,
8846,8846,I Can Feel,['I Can Feel'],3713,Michèle,['Michèle'],[None],,,,[None],,
8862,8862,Snuitje,['Snuitje'],2784,Henny Huisman,['Henny Huisman'],[None],,,,[None],,
8863,8863,Het Busje Komt Zo,['Het Busje Komt Zo'],3902,Höllenboer,['Höllenboer'],[None],,,,[None],,
8869,8869,De Tandenborstel-Jive,"['De Tandenborstel-Jive', 'De Tandenborstel']",3906,C'est Tout m.m.v. Anthonius Hapt,"[""C'est Tout m.m.v. Anthonius Hapt""]",[None],,,,[None],,
8871,8871,Eye Hate U,['Eye Hate U'],3716,The Symbol,['The Symbol'],[None],,,,[None],,
